wmproductId,MÃ NỘI BỘ,product name,"LOẠI 
WM-e-SM-MAX-25D,WM-e-SM-MAX-25D+1,"Singapore, Malaysia, 25 Days, Unlimited data /day",ESIM,1620000
WM-e-SM-10MAX-25D,WM-e-SM-10MAX-25D+1,"Singapore, Malaysia, 25 Days, Premium unlimited data/day",ESIM,1764000
WM-e-SM-500MB-26D,WM-e-SM-500MB-26D+1,"Singapore, Malaysia, 26 Days, 500MB /day, 128kbps",ESIM,358000
WM-e-SM-1GB-26D,WM-e-SM-1GB-26D+1,"Singapore, Malaysia, 26 Days, 1GB /day, 128kbps",ESIM,470000
WM-e-SM-2GB-26D,WM-e-SM-2GB-26D+1,"Singapore, Malaysia, 26 Days, 2GB /day, 128kbps",ESIM,816000
WM-e-SM-3GB-26D,WM-e-SM-3GB-26D+1,"Singapore, Malaysia, 26 Days, 3GB /day, 128kbps",ESIM,1114000
WM-e-SM-MAX-26D,WM-e-SM-MAX-26D+1,"Singapore, Malaysia, 26 Days, Unlimited data /day",ESIM,1637000
WM-e-SM-10MAX-26D,WM-e-SM-10MAX-26D+1,"Singapore, Malaysia, 26 Days, Premium unlimited data/day",ESIM,1797000
WM-e-SM-500MB-27D,WM-e-SM-500MB-27D+1,"Singapore, Malaysia, 27 Days, 500MB /day, 128kbps",ESIM,367000
WM-e-SM-1GB-27D,WM-e-SM-1GB-27D+1,"Singapore, Malaysia, 27 Days, 1GB /day, 128kbps",ESIM,480000
WM-e-SM-2GB-27D,WM-e-SM-2GB-27D+1,"Singapore, Malaysia, 27 Days, 2GB /day, 128kbps",ESIM,832000
WM-e-SM-3GB-27D,WM-e-SM-3GB-27D+1,"Singapore, Malaysia, 27 Days, 3GB /day, 128kbps",ESIM,1131000
WM-e-SM-MAX-27D,WM-e-SM-MAX-27D+1,"Singapore, Malaysia, 27 Days, Unlimited data /day",ESIM,1654000
WM-e-SM-10MAX-27D,WM-e-SM-10MAX-27D+1,"Singapore, Malaysia, 27 Days, Premium unlimited data/day",ESIM,1831000
WM-e-SM-500MB-28D,WM-e-SM-500MB-28D+1,"Singapore, Malaysia, 28 Days, 500MB /day, 128kbps",ESIM,376000
WM-e-SM-1GB-28D,WM-e-SM-1GB-28D+1,"Singapore, Malaysia, 28 Days, 1GB /day, 128kbps",ESIM,487000
WM-e-SM-2GB-28D,WM-e-SM-2GB-28D+1,"Singapore, Malaysia, 28 Days, 2GB /day, 128kbps",ESIM,849000
WM-e-SM-3GB-28D,WM-e-SM-3GB-28D+1,"Singapore, Malaysia, 28 Days, 3GB /day, 128kbps",ESIM,1146000
WM-e-SM-MAX-28D,WM-e-SM-MAX-28D+1,"Singapore, Malaysia, 28 Days, Unlimited data /day",ESIM,1669000
WM-e-SM-10MAX-28D,WM-e-SM-10MAX-28D+1,"Singapore, Malaysia, 28 Days, Premium unlimited data/day",ESIM,1864000
WM-e-SM-500MB-29D,WM-e-SM-500MB-29D+1,"Singapore, Malaysia, 29 Days, 500MB /day, 128kbps",ESIM,383000
WM-e-SM-1GB-29D,WM-e-SM-1GB-29D+1,"Singapore, Malaysia, 29 Days, 1GB /day, 128kbps",ESIM,497000
WM-e-SM-2GB-29D,WM-e-SM-2GB-29D+1,"Singapore, Malaysia, 29 Days, 2GB /day, 128kbps",ESIM,866000
WM-e-SM-3GB-29D,WM-e-SM-3GB-29D+1,"Singapore, Malaysia, 29 Days, 3GB /day, 128kbps",ESIM,1163000
WM-e-SM-MAX-29D,WM-e-SM-MAX-29D+1,"Singapore, Malaysia, 29 Days, Unlimited data /day",ESIM,1686000
WM-e-SM-10MAX-29D,WM-e-SM-10MAX-29D+1,"Singapore, Malaysia, 29 Days, Premium unlimited data/day",ESIM,1897000
WM-e-SM-500MB-30D,WM-e-SM-500MB-30D+1,"Singapore, Malaysia, 30 Days, 500MB /day, 128kbps",ESIM,390000
WM-e-SM-1GB-30D,WM-e-SM-1GB-30D+1,"Singapore, Malaysia, 30 Days, 1GB /day, 128kbps",ESIM,503000
WM-e-SM-2GB-30D,WM-e-SM-2GB-30D+1,"Singapore, Malaysia, 30 Days, 2GB /day, 128kbps",ESIM,881000
WM-e-SM-3GB-30D,WM-e-SM-3GB-30D+1,"Singapore, Malaysia, 30 Days, 3GB /day, 128kbps",ESIM,1181000
WM-e-SM-MAX-30D,WM-e-SM-MAX-30D+1,"Singapore, Malaysia, 30 Days, Unlimited data /day",ESIM,1702000
WM-e-SM-10MAX-30D,WM-e-SM-10MAX-30D+1,"Singapore, Malaysia, 30 Days, Premium unlimited data/day",ESIM,1930000
WM-e-SM-T3-30D,WM-e-SM-T3-30D+1,"Singapore, Malaysia, 30 Days, 3GB, 128kbps",ESIM,133000
WM-e-SM-T5-30D,WM-e-SM-T5-30D+1,"Singapore, Malaysia, 30 Days, 5GB, 128kbps",ESIM,168000
WM-e-SM-T10-30D,WM-e-SM-T10-30D+1,"Singapore, Malaysia, 30 Days, 10GB, 128kbps",ESIM,254000
WM-e-SM-T20-30D,WM-e-SM-T20-30D+1,"Singapore, Malaysia, 30 Days, 20GB, 128kbps",ESIM,432000
WM-e-SM-T30-30D,WM-e-SM-T30-30D+1,"Singapore, Malaysia, 30 Days, 30GB, 128kbps",ESIM,583000
WM-e-SM-T50-30D,WM-e-SM-T50-30D+1,"Singapore, Malaysia, 30 Days, 50GB, 128kbps",ESIM,881000
WM-SM-500MB,WM-SM-500MB+1,"Singapore, Malaysia, 500MB /day, 128kbps",SIM VẬT LÝ,95000
WM-SM-1GB,WM-SM-1GB+1,"Singapore, Malaysia, 1GB /day, 128kbps",SIM VẬT LÝ,98000
WM-SM-2GB,WM-SM-2GB+1,"Singapore, Malaysia, 2GB /day, 128kbps",SIM VẬT LÝ,109000
WM-SM-3GB,WM-SM-3GB+1,"Singapore, Malaysia, 3GB /day, 128kbps",SIM VẬT LÝ,119000
WM-SM-MAX,WM-SM-MAX+1,"Singapore, Malaysia, Unlimited data/day",SIM VẬT LÝ,125000
WM-SM-10MAX,WM-SM-10MAX+1,"Singapore, Malaysia, Unlimited data/day, 10mbps",SIM VẬT LÝ,151000
WM-SM-500MB,WM-SM-500MB+2,"Singapore, Malaysia, 500MB /day, 128kbps",SIM VẬT LÝ,108000
WM-SM-1GB,WM-SM-1GB+2,"Singapore, Malaysia, 1GB /day, 128kbps",SIM VẬT LÝ,114000
WM-SM-2GB,WM-SM-2GB+2,"Singapore, Malaysia, 2GB /day, 128kbps",SIM VẬT LÝ,136000
WM-SM-3GB,WM-SM-3GB+2,"Singapore, Malaysia, 3GB /day, 128kbps",SIM VẬT LÝ,154000
WM-SM-MAX,WM-SM-MAX+2,"Singapore, Malaysia, Unlimited data/day",SIM VẬT LÝ,167000
WM-SM-10MAX,WM-SM-10MAX+2,"Singapore, Malaysia, Unlimited data/day, 10mbps",SIM VẬT LÝ,219000
WM-SM-500MB,WM-SM-500MB+3,"Singapore, Malaysia, 500MB /day, 128kbps",SIM VẬT LÝ,120000
WM-SM-1GB,WM-SM-1GB+3,"Singapore, Malaysia, 1GB /day, 128kbps",SIM VẬT LÝ,130000
WM-SM-2GB,WM-SM-2GB+3,"Singapore, Malaysia, 2GB /day, 128kbps",SIM VẬT LÝ,162000
WM-SM-3GB,WM-SM-3GB+3,"Singapore, Malaysia, 3GB /day, 128kbps",SIM VẬT LÝ,190000
WM-SM-MAX,WM-SM-MAX+3,"Singapore, Malaysia, Unlimited data/day",SIM VẬT LÝ,208000
WM-SM-10MAX,WM-SM-10MAX+3,"Singapore, Malaysia, Unlimited data/day, 10mbps",SIM VẬT LÝ,287000
WM-SM-500MB,WM-SM-500MB+4,"Singapore, Malaysia, 500MB /day, 128kbps",SIM VẬT LÝ,132000
WM-SM-1GB,WM-SM-1GB+4,"Singapore, Malaysia, 1GB /day, 128kbps",SIM VẬT LÝ,145000
WM-SM-2GB,WM-SM-2GB+4,"Singapore, Malaysia, 2GB /day, 128kbps",SIM VẬT LÝ,189000
WM-SM-3GB,WM-SM-3GB+4,"Singapore, Malaysia, 3GB /day, 128kbps",SIM VẬT LÝ,226000
WM-SM-MAX,WM-SM-MAX+4,"Singapore, Malaysia, Unlimited data/day",SIM VẬT LÝ,250000
WM-SM-10MAX,WM-SM-10MAX+4,"Singapore, Malaysia, Unlimited data/day, 10mbps",SIM VẬT LÝ,356000
WM-SM-500MB,WM-SM-500MB+5,"Singapore, Malaysia, 500MB /day, 128kbps",SIM VẬT LÝ,145000
WM-SM-1GB,WM-SM-1GB+5,"Singapore, Malaysia, 1GB /day, 128kbps",SIM VẬT LÝ,160000
WM-SM-2GB,WM-SM-2GB+5,"Singapore, Malaysia, 2GB /day, 128kbps",SIM VẬT LÝ,215000
WM-SM-3GB,WM-SM-3GB+5,"Singapore, Malaysia, 3GB /day, 128kbps",SIM VẬT LÝ,261000
WM-SM-MAX,WM-SM-MAX+5,"Singapore, Malaysia, Unlimited data/day",SIM VẬT LÝ,292000
WM-SM-10MAX,WM-SM-10MAX+5,"Singapore, Malaysia, Unlimited data/day, 10mbps",SIM VẬT LÝ,423000
WM-SM-500MB,WM-SM-500MB+6,"Singapore, Malaysia, 500MB /day, 128kbps",SIM VẬT LÝ,157000
WM-SM-1GB,WM-SM-1GB+6,"Singapore, Malaysia, 1GB /day, 128kbps",SIM VẬT LÝ,175000
WM-SM-2GB,WM-SM-2GB+6,"Singapore, Malaysia, 2GB /day, 128kbps",SIM VẬT LÝ,240000
WM-SM-3GB,WM-SM-3GB+6,"Singapore, Malaysia, 3GB /day, 128kbps",SIM VẬT LÝ,297000
WM-SM-MAX,WM-SM-MAX+6,"Singapore, Malaysia, Unlimited data/day",SIM VẬT LÝ,334000
WM-SM-10MAX,WM-SM-10MAX+6,"Singapore, Malaysia, Unlimited data/day, 10mbps",SIM VẬT LÝ,492000
WM-SM-500MB,WM-SM-500MB+7,"Singapore, Malaysia, 500MB /day, 128kbps",SIM VẬT LÝ,169000
WM-SM-1GB,WM-SM-1GB+7,"Singapore, Malaysia, 1GB /day, 128kbps",SIM VẬT LÝ,191000
WM-SM-2GB,WM-SM-2GB+7,"Singapore, Malaysia, 2GB /day, 128kbps",SIM VẬT LÝ,267000
WM-SM-3GB,WM-SM-3GB+7,"Singapore, Malaysia, 3GB /day, 128kbps",SIM VẬT LÝ,332000
WM-SM-MAX,WM-SM-MAX+7,"Singapore, Malaysia, Unlimited data/day",SIM VẬT LÝ,375000
WM-SM-10MAX,WM-SM-10MAX+7,"Singapore, Malaysia, Unlimited data/day, 10mbps",SIM VẬT LÝ,561000
WM-SM-500MB,WM-SM-500MB+8,"Singapore, Malaysia, 500MB /day, 128kbps",SIM VẬT LÝ,181000
WM-SM-1GB,WM-SM-1GB+8,"Singapore, Malaysia, 1GB /day, 128kbps",SIM VẬT LÝ,207000
WM-SM-2GB,WM-SM-2GB+8,"Singapore, Malaysia, 2GB /day, 128kbps",SIM VẬT LÝ,293000
WM-SM-3GB,WM-SM-3GB+8,"Singapore, Malaysia, 3GB /day, 128kbps",SIM VẬT LÝ,368000
WM-SM-MAX,WM-SM-MAX+8,"Singapore, Malaysia, Unlimited data/day",SIM VẬT LÝ,417000
WM-SM-10MAX,WM-SM-10MAX+8,"Singapore, Malaysia, Unlimited data/day, 10mbps",SIM VẬT LÝ,628000
WM-SM-500MB,WM-SM-500MB+9,"Singapore, Malaysia, 500MB /day, 128kbps",SIM VẬT LÝ,195000
WM-SM-1GB,WM-SM-1GB+9,"Singapore, Malaysia, 1GB /day, 128kbps",SIM VẬT LÝ,222000
WM-SM-2GB,WM-SM-2GB+9,"Singapore, Malaysia, 2GB /day, 128kbps",SIM VẬT LÝ,320000
WM-SM-3GB,WM-SM-3GB+9,"Singapore, Malaysia, 3GB /day, 128kbps",SIM VẬT LÝ,404000
WM-SM-MAX,WM-SM-MAX+9,"Singapore, Malaysia, Unlimited data/day",SIM VẬT LÝ,460000
WM-SM-10MAX,WM-SM-10MAX+9,"Singapore, Malaysia, Unlimited data/day, 10mbps",SIM VẬT LÝ,697000
WM-SM-500MB,WM-SM-500MB+10,"Singapore, Malaysia, 500MB /day, 128kbps",SIM VẬT LÝ,207000
WM-SM-1GB,WM-SM-1GB+10,"Singapore, Malaysia, 1GB /day, 128kbps",SIM VẬT LÝ,238000
WM-SM-2GB,WM-SM-2GB+10,"Singapore, Malaysia, 2GB /day, 128kbps",SIM VẬT LÝ,346000
WM-SM-3GB,WM-SM-3GB+10,"Singapore, Malaysia, 3GB /day, 128kbps",SIM VẬT LÝ,439000
WM-SM-MAX,WM-SM-MAX+10,"Singapore, Malaysia, Unlimited data/day",SIM VẬT LÝ,502000
WM-SM-10MAX,WM-SM-10MAX+10,"Singapore, Malaysia, Unlimited data/day, 10mbps",SIM VẬT LÝ,764000
WM-SM-500MB,WM-SM-500MB+11,"Singapore, Malaysia, 500MB /day, 128kbps",SIM VẬT LÝ,219000
WM-SM-1GB,WM-SM-1GB+11,"Singapore, Malaysia, 1GB /day, 128kbps",SIM VẬT LÝ,254000
WM-SM-2GB,WM-SM-2GB+11,"Singapore, Malaysia, 2GB /day, 128kbps",SIM VẬT LÝ,373000
WM-SM-3GB,WM-SM-3GB+11,"Singapore, Malaysia, 3GB /day, 128kbps",SIM VẬT LÝ,475000
WM-SM-MAX,WM-SM-MAX+11,"Singapore, Malaysia, Unlimited data/day",SIM VẬT LÝ,543000
WM-SM-10MAX,WM-SM-10MAX+11,"Singapore, Malaysia, Unlimited data/day, 10mbps",SIM VẬT LÝ,833000
WM-SM-500MB,WM-SM-500MB+12,"Singapore, Malaysia, 500MB /day, 128kbps",SIM VẬT LÝ,232000
WM-SM-1GB,WM-SM-1GB+12,"Singapore, Malaysia, 1GB /day, 128kbps",SIM VẬT LÝ,269000
WM-SM-2GB,WM-SM-2GB+12,"Singapore, Malaysia, 2GB /day, 128kbps",SIM VẬT LÝ,399000
WM-SM-3GB,WM-SM-3GB+12,"Singapore, Malaysia, 3GB /day, 128kbps",SIM VẬT LÝ,510000
WM-SM-MAX,WM-SM-MAX+12,"Singapore, Malaysia, Unlimited data/day",SIM VẬT LÝ,585000
WM-SM-10MAX,WM-SM-10MAX+12,"Singapore, Malaysia, Unlimited data/day, 10mbps",SIM VẬT LÝ,902000
WM-SM-500MB,WM-SM-500MB+13,"Singapore, Malaysia, 500MB /day, 128kbps",SIM VẬT LÝ,244000
WM-SM-1GB,WM-SM-1GB+13,"Singapore, Malaysia, 1GB /day, 128kbps",SIM VẬT LÝ,284000
WM-SM-2GB,WM-SM-2GB+13,"Singapore, Malaysia, 2GB /day, 128kbps",SIM VẬT LÝ,426000
WM-SM-3GB,WM-SM-3GB+13,"Singapore, Malaysia, 3GB /day, 128kbps",SIM VẬT LÝ,546000
WM-SM-MAX,WM-SM-MAX+13,"Singapore, Malaysia, Unlimited data/day",SIM VẬT LÝ,627000
WM-SM-10MAX,WM-SM-10MAX+13,"Singapore, Malaysia, Unlimited data/day, 10mbps",SIM VẬT LÝ,969000
WM-SM-500MB,WM-SM-500MB+14,"Singapore, Malaysia, 500MB /day, 128kbps",SIM VẬT LÝ,256000
WM-SM-1GB,WM-SM-1GB+14,"Singapore, Malaysia, 1GB /day, 128kbps",SIM VẬT LÝ,299000
WM-SM-2GB,WM-SM-2GB+14,"Singapore, Malaysia, 2GB /day, 128kbps",SIM VẬT LÝ,451000
WM-SM-3GB,WM-SM-3GB+14,"Singapore, Malaysia, 3GB /day, 128kbps",SIM VẬT LÝ,583000
WM-SM-MAX,WM-SM-MAX+14,"Singapore, Malaysia, Unlimited data/day",SIM VẬT LÝ,669000
WM-SM-10MAX,WM-SM-10MAX+14,"Singapore, Malaysia, Unlimited data/day, 10mbps",SIM VẬT LÝ,1038000
WM-SM-500MB,WM-SM-500MB+15,"Singapore, Malaysia, 500MB /day, 128kbps",SIM VẬT LÝ,269000
WM-SM-1GB,WM-SM-1GB+15,"Singapore, Malaysia, 1GB /day, 128kbps",SIM VẬT LÝ,315000
WM-SM-2GB,WM-SM-2GB+15,"Singapore, Malaysia, 2GB /day, 128kbps",SIM VẬT LÝ,478000
WM-SM-3GB,WM-SM-3GB+15,"Singapore, Malaysia, 3GB /day, 128kbps",SIM VẬT LÝ,617000
WM-SM-MAX,WM-SM-MAX+15,"Singapore, Malaysia, Unlimited data/day",SIM VẬT LÝ,710000
WM-SM-10MAX,WM-SM-10MAX+15,"Singapore, Malaysia, Unlimited data/day, 10mbps",SIM VẬT LÝ,1107000
WM-SM-500MB,WM-SM-500MB+16,"Singapore, Malaysia, 500MB /day, 128kbps",SIM VẬT LÝ,281000
WM-SM-1GB,WM-SM-1GB+16,"Singapore, Malaysia, 1GB /day, 128kbps",SIM VẬT LÝ,331000
WM-SM-2GB,WM-SM-2GB+16,"Singapore, Malaysia, 2GB /day, 128kbps",SIM VẬT LÝ,504000
WM-SM-3GB,WM-SM-3GB+16,"Singapore, Malaysia, 3GB /day, 128kbps",SIM VẬT LÝ,654000
WM-SM-MAX,WM-SM-MAX+16,"Singapore, Malaysia, Unlimited data/day",SIM VẬT LÝ,752000
WM-SM-10MAX,WM-SM-10MAX+16,"Singapore, Malaysia, Unlimited data/day, 10mbps",SIM VẬT LÝ,1174000
WM-SM-500MB,WM-SM-500MB+17,"Singapore, Malaysia, 500MB /day, 128kbps",SIM VẬT LÝ,293000
WM-SM-1GB,WM-SM-1GB+17,"Singapore, Malaysia, 1GB /day, 128kbps",SIM VẬT LÝ,346000
WM-SM-2GB,WM-SM-2GB+17,"Singapore, Malaysia, 2GB /day, 128kbps",SIM VẬT LÝ,531000
WM-SM-3GB,WM-SM-3GB+17,"Singapore, Malaysia, 3GB /day, 128kbps",SIM VẬT LÝ,689000
WM-SM-MAX,WM-SM-MAX+17,"Singapore, Malaysia, Unlimited data/day",SIM VẬT LÝ,795000
WM-SM-10MAX,WM-SM-10MAX+17,"Singapore, Malaysia, Unlimited data/day, 10mbps",SIM VẬT LÝ,1243000
WM-SM-500MB,WM-SM-500MB+18,"Singapore, Malaysia, 500MB /day, 128kbps",SIM VẬT LÝ,305000
WM-SM-1GB,WM-SM-1GB+18,"Singapore, Malaysia, 1GB /day, 128kbps",SIM VẬT LÝ,362000
WM-SM-2GB,WM-SM-2GB+18,"Singapore, Malaysia, 2GB /day, 128kbps",SIM VẬT LÝ,557000
WM-SM-3GB,WM-SM-3GB+18,"Singapore, Malaysia, 3GB /day, 128kbps",SIM VẬT LÝ,725000
WM-SM-MAX,WM-SM-MAX+18,"Singapore, Malaysia, Unlimited data/day",SIM VẬT LÝ,837000
WM-SM-10MAX,WM-SM-10MAX+18,"Singapore, Malaysia, Unlimited data/day, 10mbps",SIM VẬT LÝ,1310000
WM-SM-500MB,WM-SM-500MB+19,"Singapore, Malaysia, 500MB /day, 128kbps",SIM VẬT LÝ,319000
WM-SM-1GB,WM-SM-1GB+19,"Singapore, Malaysia, 1GB /day, 128kbps",SIM VẬT LÝ,378000
WM-SM-2GB,WM-SM-2GB+19,"Singapore, Malaysia, 2GB /day, 128kbps",SIM VẬT LÝ,584000
WM-SM-3GB,WM-SM-3GB+19,"Singapore, Malaysia, 3GB /day, 128kbps",SIM VẬT LÝ,761000
WM-SM-MAX,WM-SM-MAX+19,"Singapore, Malaysia, Unlimited data/day",SIM VẬT LÝ,878000
WM-SM-10MAX,WM-SM-10MAX+19,"Singapore, Malaysia, Unlimited data/day, 10mbps",SIM VẬT LÝ,1379000
WM-SM-500MB,WM-SM-500MB+20,"Singapore, Malaysia, 500MB /day, 128kbps",SIM VẬT LÝ,331000
WM-SM-1GB,WM-SM-1GB+20,"Singapore, Malaysia, 1GB /day, 128kbps",SIM VẬT LÝ,393000
WM-SM-2GB,WM-SM-2GB+20,"Singapore, Malaysia, 2GB /day, 128kbps",SIM VẬT LÝ,610000
WM-SM-3GB,WM-SM-3GB+20,"Singapore, Malaysia, 3GB /day, 128kbps",SIM VẬT LÝ,796000
WM-SM-MAX,WM-SM-MAX+20,"Singapore, Malaysia, Unlimited data/day",SIM VẬT LÝ,920000
WM-SM-10MAX,WM-SM-10MAX+20,"Singapore, Malaysia, Unlimited data/day, 10mbps",SIM VẬT LÝ,1448000
WM-SM-500MB,WM-SM-500MB+21,"Singapore, Malaysia, 500MB /day, 128kbps",SIM VẬT LÝ,343000
WM-SM-1GB,WM-SM-1GB+21,"Singapore, Malaysia, 1GB /day, 128kbps",SIM VẬT LÝ,408000
WM-SM-2GB,WM-SM-2GB+21,"Singapore, Malaysia, 2GB /day, 128kbps",SIM VẬT LÝ,637000
WM-SM-3GB,WM-SM-3GB+21,"Singapore, Malaysia, 3GB /day, 128kbps",SIM VẬT LÝ,832000
WM-SM-MAX,WM-SM-MAX+21,"Singapore, Malaysia, Unlimited data/day",SIM VẬT LÝ,962000
WM-SM-10MAX,WM-SM-10MAX+21,"Singapore, Malaysia, Unlimited data/day, 10mbps",SIM VẬT LÝ,1515000
WM-SM-500MB,WM-SM-500MB+22,"Singapore, Malaysia, 500MB /day, 128kbps",SIM VẬT LÝ,356000
WM-SM-1GB,WM-SM-1GB+22,"Singapore, Malaysia, 1GB /day, 128kbps",SIM VẬT LÝ,423000
WM-SM-2GB,WM-SM-2GB+22,"Singapore, Malaysia, 2GB /day, 128kbps",SIM VẬT LÝ,662000
WM-SM-3GB,WM-SM-3GB+22,"Singapore, Malaysia, 3GB /day, 128kbps",SIM VẬT LÝ,867000
WM-SM-MAX,WM-SM-MAX+22,"Singapore, Malaysia, Unlimited data/day",SIM VẬT LÝ,1004000
WM-SM-10MAX,WM-SM-10MAX+22,"Singapore, Malaysia, Unlimited data/day, 10mbps",SIM VẬT LÝ,1584000
WM-SM-500MB,WM-SM-500MB+23,"Singapore, Malaysia, 500MB /day, 128kbps",SIM VẬT LÝ,368000
WM-SM-1GB,WM-SM-1GB+23,"Singapore, Malaysia, 1GB /day, 128kbps",SIM VẬT LÝ,439000
WM-SM-2GB,WM-SM-2GB+23,"Singapore, Malaysia, 2GB /day, 128kbps",SIM VẬT LÝ,689000
WM-SM-3GB,WM-SM-3GB+23,"Singapore, Malaysia, 3GB /day, 128kbps",SIM VẬT LÝ,903000
WM-SM-MAX,WM-SM-MAX+23,"Singapore, Malaysia, Unlimited data/day",SIM VẬT LÝ,1045000
WM-SM-10MAX,WM-SM-10MAX+23,"Singapore, Malaysia, Unlimited data/day, 10mbps",SIM VẬT LÝ,1652000
WM-SM-500MB,WM-SM-500MB+24,"Singapore, Malaysia, 500MB /day, 128kbps",SIM VẬT LÝ,380000
WM-SM-1GB,WM-SM-1GB+24,"Singapore, Malaysia, 1GB /day, 128kbps",SIM VẬT LÝ,455000
WM-SM-2GB,WM-SM-2GB+24,"Singapore, Malaysia, 2GB /day, 128kbps",SIM VẬT LÝ,715000
WM-SM-3GB,WM-SM-3GB+24,"Singapore, Malaysia, 3GB /day, 128kbps",SIM VẬT LÝ,939000
WM-SM-MAX,WM-SM-MAX+24,"Singapore, Malaysia, Unlimited data/day",SIM VẬT LÝ,1087000
WM-SM-10MAX,WM-SM-10MAX+24,"Singapore, Malaysia, Unlimited data/day, 10mbps",SIM VẬT LÝ,1720000
WM-SM-500MB,WM-SM-500MB+25,"Singapore, Malaysia, 500MB /day, 128kbps",SIM VẬT LÝ,393000
WM-SM-1GB,WM-SM-1GB+25,"Singapore, Malaysia, 1GB /day, 128kbps",SIM VẬT LÝ,470000
WM-SM-2GB,WM-SM-2GB+25,"Singapore, Malaysia, 2GB /day, 128kbps",SIM VẬT LÝ,742000
WM-SM-3GB,WM-SM-3GB+25,"Singapore, Malaysia, 3GB /day, 128kbps",SIM VẬT LÝ,974000
WM-SM-MAX,WM-SM-MAX+25,"Singapore, Malaysia, Unlimited data/day",SIM VẬT LÝ,1130000
WM-SM-10MAX,WM-SM-10MAX+25,"Singapore, Malaysia, Unlimited data/day, 10mbps",SIM VẬT LÝ,1789000
WM-SM-500MB,WM-SM-500MB+26,"Singapore, Malaysia, 500MB /day, 128kbps",SIM VẬT LÝ,405000
WM-SM-1GB,WM-SM-1GB+26,"Singapore, Malaysia, 1GB /day, 128kbps",SIM VẬT LÝ,486000
WM-SM-2GB,WM-SM-2GB+26,"Singapore, Malaysia, 2GB /day, 128kbps",SIM VẬT LÝ,768000
WM-SM-3GB,WM-SM-3GB+26,"Singapore, Malaysia, 3GB /day, 128kbps",SIM VẬT LÝ,1010000
WM-SM-MAX,WM-SM-MAX+26,"Singapore, Malaysia, Unlimited data/day",SIM VẬT LÝ,1172000
WM-SM-10MAX,WM-SM-10MAX+26,"Singapore, Malaysia, Unlimited data/day, 10mbps",SIM VẬT LÝ,1856000
WM-SM-500MB,WM-SM-500MB+27,"Singapore, Malaysia, 500MB /day, 128kbps",SIM VẬT LÝ,417000
WM-SM-1GB,WM-SM-1GB+27,"Singapore, Malaysia, 1GB /day, 128kbps",SIM VẬT LÝ,502000
WM-SM-2GB,WM-SM-2GB+27,"Singapore, Malaysia, 2GB /day, 128kbps",SIM VẬT LÝ,795000
